Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,121Plus,Excluded,Total,Flights,Booths
PBI,Main,4/7/2013,1400 - 1500,3,7,13,0,0,0,0,0,0,2,15,1,2
PBI,Main,4/7/2013,1500 - 1600,1,6,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/7/2013,1600 - 1700,4,6,18,0,0,0,0,0,0,3,21,2,1
PBI,Main,4/7/2013,1700 - 1800,5,12,39,0,0,0,0,0,0,3,42,2,1
PBI,Main,4/7/2013,1900 - 2000,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,4/8/2013,0900 - 1000,0,1,11,0,0,0,0,0,0,2,13,2,1
PBI,Main,4/8/2013,1100 - 1200,27,42,4,21,15,0,0,0,0,2,42,1,1
PBI,Main,4/8/2013,1500 - 1600,6,16,29,1,0,0,0,0,0,2,32,2,1
PBI,Main,4/8/2013,1600 - 1700,3,5,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,4/9/2013,0900 - 1000,2,4,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/9/2013,1100 - 1200,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/9/2013,1500 - 1600,21,34,5,21,1,0,0,0,0,1,28,1,1
PBI,Main,4/9/2013,1600 - 1700,0,0,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,4/10/2013,0900 - 1000,1,4,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,4/10/2013,1000 - 1100,0,0,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,4/10/2013,1300 - 1400,2,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,4/10/2013,1400 - 1500,2,3,7,0,0,0,0,0,0,2,9,1,2
PBI,Main,4/10/2013,1500 - 1600,3,12,25,0,0,0,0,0,0,1,26,1,1
PBI,Main,4/10/2013,1600 - 1700,3,7,14,0,0,0,0,0,0,2,16,1,1
PBI,Main,4/11/2013,0900 - 1000,2,6,16,0,0,0,0,0,0,1,17,1,1
PBI,Main,4/11/2013,1100 - 1200,30,45,4,8,17,0,0,0,0,1,30,1,1
PBI,Main,4/11/2013,1400 - 1500,2,5,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,4/11/2013,1500 - 1600,0,1,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,4/11/2013,1600 - 1700,5,10,21,0,0,0,0,0,0,2,23,1,1
PBI,Main,4/12/2013,0900 - 1000,1,5,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,4/12/2013,1000 - 1100,4,6,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,4/12/2013,1100 - 1200,29,47,8,17,17,3,0,0,0,2,47,1,1
PBI,Main,4/12/2013,1600 - 1700,12,25,33,19,0,0,0,0,0,1,53,3,1
PBI,Main,4/13/2013,0800 - 0900,2,6,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,4/13/2013,0900 - 1000,2,5,12,0,0,0,0,0,0,4,16,2,1
PBI,Main,4/13/2013,1000 - 1100,6,11,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,4/13/2013,1100 - 1200,15,31,24,23,1,0,0,0,0,2,50,1,1
PBI,Main,4/13/2013,1200 - 1300,11,16,25,2,0,0,0,0,0,0,27,1,1
PBI,Main,4/13/2013,1500 - 1600,9,16,23,2,0,0,0,0,0,0,25,1,1
PBI,Main,4/14/2013,1000 - 1100,6,7,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,4/14/2013,1100 - 1200,11,26,27,14,0,0,0,0,0,2,43,2,1
PBI,Main,4/14/2013,1300 - 1400,0,0,13,0,0,0,0,0,0,0,13,1,2
PBI,Main,4/14/2013,1400 - 1500,0,0,8,0,0,0,0,0,0,13,21,2,1
PBI,Main,4/14/2013,1600 - 1700,3,7,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,4/14/2013,1700 - 1800,11,24,29,11,0,0,0,0,0,3,43,2,1
PBI,Main,4/15/2013,0900 - 1000,0,0,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,4/15/2013,1000 - 1100,30,32,0,5,4,0,0,0,0,0,9,1,1
PBI,Main,4/15/2013,1100 - 1200,22,36,11,22,11,0,0,0,0,2,46,1,1
PBI,Main,4/15/2013,1300 - 1400,0,1,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/15/2013,1400 - 1500,1,3,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,4/15/2013,1500 - 1600,3,8,27,0,0,0,0,0,0,3,30,2,1
PBI,Main,4/15/2013,1700 - 1800,3,6,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/16/2013,0900 - 1000,0,1,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,4/16/2013,1500 - 1600,8,19,28,5,0,0,0,0,0,4,37,2,1
PBI,Main,4/16/2013,1600 - 1700,6,8,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,4/17/2013,0900 - 1000,2,3,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,4/17/2013,1000 - 1100,6,9,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,4/17/2013,1400 - 1500,6,7,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,4/17/2013,1500 - 1600,2,4,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,4/17/2013,1600 - 1700,14,34,22,14,7,0,0,0,0,0,43,2,1
PBI,Main,4/17/2013,1700 - 1800,1,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,4/18/2013,0900 - 1000,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/18/2013,1100 - 1200,29,45,5,9,18,0,0,0,0,1,33,1,1
PBI,Main,4/18/2013,1500 - 1600,1,3,19,0,0,0,0,0,0,1,20,1,1
PBI,Main,4/18/2013,1600 - 1700,4,6,11,0,0,0,0,0,0,0,11,1,1
PBI,Main,4/18/2013,1900 - 2000,5,7,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,4/19/2013,0900 - 1000,1,5,24,0,0,0,0,0,0,0,24,1,1
PBI,Main,4/19/2013,1200 - 1300,20,37,14,15,9,0,0,0,0,3,41,1,1
PBI,Main,4/19/2013,1400 - 1500,3,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,4/19/2013,1500 - 1600,5,15,35,0,0,0,0,0,0,3,38,2,1
PBI,Main,4/19/2013,1600 - 1700,2,8,34,0,0,0,0,0,0,1,35,2,1
PBI,Main,4/20/2013,0900 - 1000,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,4/20/2013,1100 - 1200,23,45,20,8,17,0,0,0,0,0,45,1,1
PBI,Main,4/20/2013,1200 - 1300,12,24,24,16,0,0,0,0,0,2,42,2,1
PBI,Main,4/20/2013,1500 - 1600,16,24,12,20,0,0,0,0,0,0,32,1,1
PBI,Main,4/20/2013,1900 - 2000,4,7,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,4/21/2013,1100 - 1200,7,17,31,2,0,0,0,0,0,1,34,2,1
PBI,Main,4/21/2013,1200 - 1300,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,4/21/2013,1300 - 1400,1,8,25,0,0,0,0,0,0,4,29,3,1
PBI,Main,4/21/2013,1500 - 1600,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/21/2013,1600 - 1700,3,7,18,0,0,0,0,0,0,3,21,2,1
PBI,Main,4/21/2013,1700 - 1800,9,18,24,4,0,0,0,0,0,2,30,1,2
PBI,Main,4/21/2013,1900 - 2000,5,10,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,4/22/2013,0900 - 1000,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,4/22/2013,1000 - 1100,11,19,13,5,0,0,0,0,0,2,20,1,1
PBI,Main,4/22/2013,1100 - 1200,33,49,3,13,21,4,0,0,0,2,43,1,1
PBI,Main,4/22/2013,1400 - 1500,0,0,10,0,0,0,0,0,0,0,10,1,1
PBI,Main,4/22/2013,1500 - 1600,10,23,28,11,0,0,0,0,0,5,44,3,1
PBI,Main,4/22/2013,1600 - 1700,2,5,11,0,0,0,0,0,0,3,14,2,1
PBI,Main,4/22/2013,1900 - 2000,1,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/23/2013,0900 - 1000,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,4/23/2013,1000 - 1100,1,1,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,4/23/2013,1200 - 1300,3,6,19,0,0,0,0,0,0,1,20,1,2
PBI,Main,4/23/2013,1500 - 1600,11,21,22,9,0,0,0,0,0,1,32,1,1
PBI,Main,4/23/2013,1600 - 1700,2,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/23/2013,1900 - 2000,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,4/24/2013,0900 - 1000,1,3,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,4/24/2013,1000 - 1100,2,5,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,4/24/2013,1200 - 1300,2,5,17,0,0,0,0,0,0,4,21,2,2
PBI,Main,4/24/2013,1400 - 1500,0,0,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,4/24/2013,1600 - 1700,4,7,16,0,0,0,0,0,0,2,18,1,1
PBI,Main,4/25/2013,0900 - 1000,10,11,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,4/25/2013,1200 - 1300,20,34,11,15,7,0,0,0,0,1,34,1,1
PBI,Main,4/25/2013,1500 - 1600,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/25/2013,1600 - 1700,3,12,41,0,0,0,0,0,0,2,43,3,1
PBI,Main,4/26/2013,0900 - 1000,10,17,19,1,0,0,0,0,0,1,21,1,1
PBI,Main,4/26/2013,1000 - 1100,3,8,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,4/26/2013,1200 - 1300,13,31,16,10,1,0,0,0,0,1,28,1,1
PBI,Main,4/26/2013,1300 - 1400,1,2,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,4/26/2013,1400 - 1500,8,22,11,4,0,0,0,0,0,3,18,2,1
PBI,Main,4/26/2013,1500 - 1600,9,19,22,7,0,0,0,0,0,1,30,1,1
PBI,Main,4/26/2013,1600 - 1700,12,19,16,6,0,0,0,0,0,1,23,1,1
PBI,Main,4/26/2013,1700 - 1800,5,8,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/26/2013,1800 - 1900,5,9,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/27/2013,0900 - 1000,4,10,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,4/27/2013,1000 - 1100,0,1,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,4/27/2013,1100 - 1200,24,50,18,14,11,6,0,0,0,3,52,2,1
PBI,Main,4/27/2013,1200 - 1300,18,32,13,11,2,0,0,0,0,0,26,1,1
PBI,Main,4/27/2013,1300 - 1400,1,3,10,0,0,0,0,0,0,2,12,2,1
PBI,Main,4/27/2013,1400 - 1500,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,4/27/2013,1500 - 1600,3,13,15,0,0,0,0,0,0,3,18,2,1
PBI,Main,4/27/2013,1900 - 2000,2,4,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,4/28/2013,1000 - 1100,2,5,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,4/28/2013,1100 - 1200,11,22,17,12,0,0,0,0,0,2,31,2,1
PBI,Main,4/28/2013,1200 - 1300,2,3,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,4/28/2013,1300 - 1400,1,3,15,0,0,0,0,0,0,1,16,2,1
PBI,Main,4/28/2013,1400 - 1500,5,12,14,0,0,0,0,0,0,6,20,3,1
PBI,Main,4/28/2013,1500 - 1600,2,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,4/28/2013,1600 - 1700,13,18,10,7,0,0,0,0,0,1,18,1,1
PBI,Main,4/28/2013,1700 - 1800,5,11,24,0,0,0,0,0,0,3,27,2,1
PBI,Main,4/29/2013,0800 - 0900,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,4/29/2013,1000 - 1100,3,10,26,0,0,0,0,0,0,2,28,2,1
PBI,Main,4/29/2013,1100 - 1200,26,48,7,19,12,3,0,0,0,2,43,1,1
PBI,Main,4/29/2013,1200 - 1300,3,6,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/29/2013,1500 - 1600,3,5,13,0,0,0,0,0,0,3,16,2,1
PBI,Main,4/29/2013,1600 - 1700,4,7,24,0,0,0,0,0,0,4,28,2,1
PBI,Main,4/30/2013,1000 - 1100,5,10,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,4/30/2013,1200 - 1300,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,4/30/2013,1500 - 1600,8,22,24,8,0,0,0,0,0,2,34,2,1
PBI,Main,4/30/2013,1600 - 1700,2,5,15,0,0,0,0,0,0,2,17,2,1
PBI,Main,4/30/2013,1700 - 1800,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,5/1/2013,0900 - 1000,7,9,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,5/1/2013,1000 - 1100,0,1,13,0,0,0,0,0,0,2,15,2,1
PBI,Main,5/1/2013,1400 - 1500,3,7,12,0,0,0,0,0,0,4,16,2,1
PBI,Main,5/1/2013,1500 - 1600,11,21,19,9,0,0,0,0,0,0,28,1,1
PBI,Main,5/1/2013,1600 - 1700,1,2,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,5/2/2013,0900 - 1000,5,10,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,5/2/2013,1200 - 1300,29,55,13,12,12,12,0,0,0,2,51,1,1
PBI,Main,5/2/2013,1300 - 1400,4,10,23,0,0,0,0,0,0,1,24,2,1
PBI,Main,5/2/2013,1500 - 1600,22,37,8,10,7,0,0,0,0,1,26,1,1
PBI,Main,5/2/2013,1600 - 1700,7,16,28,1,0,0,0,0,0,2,31,2,1
PBI,Main,5/3/2013,0900 - 1000,8,20,17,4,0,0,0,0,0,1,22,1,1
PBI,Main,5/3/2013,1000 - 1100,3,5,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,5/3/2013,1100 - 1200,36,46,0,1,7,1,0,0,0,10,19,1,1
PBI,Main,5/3/2013,1300 - 1400,4,8,20,0,0,0,0,0,0,0,20,1,1
PBI,Main,5/3/2013,1500 - 1600,12,22,11,6,0,0,0,0,0,1,18,1,1
PBI,Main,5/4/2013,1000 - 1100,0,0,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,5/4/2013,1100 - 1200,21,31,6,23,2,0,0,0,0,1,32,1,1
PBI,Main,5/4/2013,1200 - 1300,9,19,25,5,0,0,0,0,0,2,32,2,1
PBI,Main,5/4/2013,1500 - 1600,4,10,21,0,0,0,0,0,0,0,21,1,1
PBI,Main,5/5/2013,1000 - 1100,1,5,14,0,0,0,0,0,0,2,16,2,1
PBI,Main,5/5/2013,1100 - 1200,13,22,15,10,0,0,0,0,0,1,26,1,1
PBI,Main,5/5/2013,1200 - 1300,2,3,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,5/5/2013,1600 - 1700,9,19,37,8,0,0,0,0,0,3,48,3,1
PBI,Main,5/5/2013,1800 - 1900,2,5,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,5/6/2013,0900 - 1000,0,0,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,5/6/2013,1000 - 1100,0,0,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,5/6/2013,1100 - 1200,16,34,20,23,3,0,0,0,0,3,49,2,1
PBI,Main,5/6/2013,1500 - 1600,8,17,24,3,0,0,0,0,0,1,28,1,1
PBI,Main,5/6/2013,1600 - 1700,7,13,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,5/7/2013,0900 - 1000,0,1,15,0,0,0,0,0,0,1,16,1,1
PBI,Main,5/7/2013,1500 - 1600,16,28,15,18,0,0,0,0,0,0,33,1,1
PBI,Main,5/7/2013,1800 - 1900,3,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,5/7/2013,1900 - 2000,2,4,8,0,0,0,0,0,0,4,12,2,1
PBI,Main,5/8/2013,0900 - 1000,4,7,12,0,0,0,0,0,0,2,14,2,1
PBI,Main,5/8/2013,1000 - 1100,2,6,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,5/8/2013,1300 - 1400,2,4,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,5/8/2013,1500 - 1600,14,24,11,8,0,0,0,0,0,1,20,1,1
PBI,Main,5/8/2013,1600 - 1700,2,7,24,0,0,0,0,0,0,0,24,1,1
PBI,Main,5/9/2013,0900 - 1000,0,1,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,5/9/2013,1200 - 1300,9,21,27,10,0,0,0,0,0,1,38,1,2
PBI,Main,5/9/2013,1500 - 1600,8,19,17,5,0,0,0,0,0,0,22,1,1
PBI,Main,5/9/2013,1600 - 1700,4,9,27,0,0,0,0,0,0,3,30,2,1
PBI,Main,5/9/2013,1900 - 2000,2,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,5/10/2013,0900 - 1000,5,9,23,0,0,0,0,0,0,0,23,1,1
PBI,Main,5/10/2013,1000 - 1100,9,11,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,5/10/2013,1200 - 1300,25,38,6,7,9,0,0,0,0,1,23,1,1
PBI,Main,5/10/2013,1500 - 1600,6,14,30,0,0,0,0,0,0,2,32,2,1
PBI,Main,5/10/2013,1600 - 1700,4,8,17,0,0,0,0,0,0,4,21,2,1
PBI,Main,5/10/2013,1700 - 1800,3,6,14,0,0,0,0,0,0,2,16,1,1
PBI,Main,5/11/2013,0900 - 1000,0,0,16,0,0,0,0,0,0,0,16,1,2
PBI,Main,5/11/2013,1100 - 1200,7,15,29,0,0,0,0,0,0,0,29,1,1
PBI,Main,5/11/2013,1200 - 1300,11,17,22,6,0,0,0,0,0,0,28,1,1
PBI,Main,5/11/2013,1600 - 1700,1,6,25,0,0,0,0,0,0,1,26,1,1
PBI,Main,5/11/2013,1800 - 1900,2,3,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,5/12/2013,1000 - 1100,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,5/12/2013,1100 - 1200,8,20,21,8,0,0,0,0,0,2,31,2,1
PBI,Main,5/12/2013,1600 - 1700,3,6,11,0,0,0,0,0,0,2,13,1,1
PBI,Main,5/12/2013,1800 - 1900,2,4,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,5/12/2013,1900 - 2000,2,5,10,0,0,0,0,0,0,4,14,2,1
PBI,Main,5/13/2013,0900 - 1000,4,9,23,0,0,0,0,0,0,1,24,1,2
PBI,Main,5/13/2013,1000 - 1100,2,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,5/13/2013,1100 - 1200,16,27,14,14,0,0,0,0,0,0,28,1,1
PBI,Main,5/13/2013,1200 - 1300,0,1,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,5/13/2013,1500 - 1600,7,12,17,0,0,0,0,0,0,1,18,1,1
PBI,Main,5/13/2013,1900 - 2000,1,3,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,5/14/2013,0900 - 1000,1,2,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,5/14/2013,1600 - 1700,3,9,32,0,0,0,0,0,0,2,34,2,1
PBI,Main,5/14/2013,1700 - 1800,4,7,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,5/15/2013,0900 - 1000,1,4,16,0,0,0,0,0,0,0,16,1,1
PBI,Main,5/15/2013,1000 - 1100,5,13,15,0,0,0,0,0,0,3,18,2,1
PBI,Main,5/15/2013,1100 - 1200,2,3,12,0,0,0,0,0,0,3,15,2,1
PBI,Main,5/15/2013,1500 - 1600,7,13,31,0,0,0,0,0,0,0,31,1,1
PBI,Main,5/15/2013,1600 - 1700,9,17,19,4,0,0,0,0,0,0,23,1,1
PBI,Main,5/16/2013,0900 - 1000,0,0,11,0,0,0,0,0,0,1,12,1,2
PBI,Main,5/16/2013,1100 - 1200,11,29,22,9,0,0,0,0,0,3,34,2,1
PBI,Main,5/16/2013,1500 - 1600,1,4,16,0,0,0,0,0,0,0,16,1,1
PBI,Main,5/16/2013,1600 - 1700,1,6,21,0,0,0,0,0,0,1,22,1,1
PBI,Main,5/17/2013,0900 - 1000,1,7,21,0,0,0,0,0,0,1,22,1,1
PBI,Main,5/17/2013,1000 - 1100,2,5,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,5/17/2013,1100 - 1200,11,26,18,7,0,0,0,0,0,1,26,1,1
PBI,Main,5/17/2013,1500 - 1600,1,3,9,0,0,0,0,0,0,4,13,2,1
PBI,Main,5/17/2013,1600 - 1700,5,18,48,5,0,0,0,0,0,4,57,3,1
PBI,Main,5/18/2013,0900 - 1000,1,2,13,0,0,0,0,0,0,3,16,2,1
PBI,Main,5/18/2013,1000 - 1100,0,1,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,5/18/2013,1100 - 1200,22,53,22,19,1,9,0,0,0,3,54,2,2
PBI,Main,5/18/2013,1200 - 1300,32,40,0,10,19,0,0,0,0,1,30,1,1
PBI,Main,5/18/2013,1500 - 1600,8,17,29,3,0,0,0,0,0,3,35,2,1
PBI,Main,5/18/2013,1700 - 1800,3,5,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,5/19/2013,1000 - 1100,2,5,16,0,0,0,0,0,0,2,18,2,1
PBI,Main,5/19/2013,1100 - 1200,9,23,25,7,0,0,0,0,0,3,35,2,1
PBI,Main,5/19/2013,1200 - 1300,0,0,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,5/19/2013,1600 - 1700,3,10,27,0,0,0,0,0,0,1,28,2,1
PBI,Main,5/19/2013,1700 - 1800,2,8,25,0,0,0,0,0,0,1,26,1,1
PBI,Main,5/19/2013,1800 - 1900,1,6,30,0,0,0,0,0,0,1,31,2,1
PBI,Main,5/20/2013,0800 - 0900,3,8,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,5/20/2013,0900 - 1000,4,10,21,0,0,0,0,0,0,1,22,1,1
PBI,Main,5/20/2013,1000 - 1100,3,6,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,5/20/2013,1600 - 1700,6,18,23,2,0,0,0,0,0,1,26,2,1
PBI,Main,5/20/2013,1800 - 1900,2,5,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,5/21/2013,1000 - 1100,2,8,23,0,0,0,0,0,0,0,23,1,1
PBI,Main,5/21/2013,1500 - 1600,13,26,19,12,0,0,0,0,0,1,32,1,1
PBI,Main,5/21/2013,1600 - 1700,3,7,15,0,0,0,0,0,0,1,16,1,1
PBI,Main,5/22/2013,0900 - 1000,3,7,18,0,0,0,0,0,0,1,19,1,1
PBI,Main,5/22/2013,1600 - 1700,9,24,40,12,0,0,0,0,0,0,52,2,1
PBI,Main,5/23/2013,0900 - 1000,0,2,21,0,0,0,0,0,0,1,22,1,1
PBI,Main,5/23/2013,1100 - 1200,36,56,2,11,10,9,0,0,0,1,33,1,1
PBI,Main,5/23/2013,1700 - 1800,6,25,44,4,0,0,0,0,0,4,52,3,1
PBI,Main,5/24/2013,1000 - 1100,3,9,28,0,0,0,0,0,0,1,29,2,1
PBI,Main,5/24/2013,1100 - 1200,18,42,17,6,8,0,0,0,0,2,33,2,1
PBI,Main,5/24/2013,1200 - 1300,1,2,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,5/24/2013,1300 - 1400,5,10,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,5/24/2013,1500 - 1600,12,22,13,7,0,0,0,0,0,1,21,1,1
PBI,Main,5/24/2013,1600 - 1700,6,12,35,0,0,0,0,0,0,3,38,2,1
PBI,Main,5/25/2013,1000 - 1100,0,0,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,5/25/2013,1200 - 1300,8,21,24,5,0,0,0,0,0,4,33,2,1
PBI,Main,5/25/2013,1400 - 1500,13,24,14,13,0,0,0,0,0,3,30,1,1
PBI,Main,5/25/2013,1600 - 1700,9,20,21,5,0,0,0,0,0,1,27,1,1
PBI,Main,5/26/2013,1000 - 1100,2,3,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,5/26/2013,1100 - 1200,22,43,15,17,12,0,0,0,0,4,48,2,1
PBI,Main,5/26/2013,1400 - 1500,4,6,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,5/26/2013,1600 - 1700,10,18,10,8,0,0,0,0,0,1,19,1,1
PBI,Main,5/26/2013,1800 - 1900,4,7,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,5/27/2013,1000 - 1100,1,4,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,5/27/2013,1100 - 1200,1,4,13,0,0,0,0,0,0,2,15,2,1
PBI,Main,5/27/2013,1300 - 1400,2,4,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,5/27/2013,1400 - 1500,20,39,22,20,19,0,0,0,0,3,64,3,1
PBI,Main,5/27/2013,1500 - 1600,2,9,43,0,0,0,0,0,0,5,48,3,2
PBI,Main,5/27/2013,1600 - 1700,1,4,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,5/27/2013,1700 - 1800,2,3,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,5/27/2013,1800 - 1900,2,4,24,0,0,0,0,0,0,6,30,4,1
PBI,Main,5/27/2013,1900 - 2000,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,5/28/2013,1000 - 1100,2,7,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,5/28/2013,1100 - 1200,5,10,24,0,0,0,0,0,0,1,25,1,1
PBI,Main,5/28/2013,1200 - 1300,2,5,11,0,0,0,0,0,0,3,14,2,1
PBI,Main,5/28/2013,1300 - 1400,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,5/28/2013,1400 - 1500,4,7,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,5/28/2013,1500 - 1600,2,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,5/28/2013,1600 - 1700,7,20,40,8,0,0,0,0,0,4,52,3,1
PBI,Main,5/29/2013,0900 - 1000,5,8,14,0,0,0,0,0,0,2,16,1,1
PBI,Main,5/29/2013,1100 - 1200,1,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,5/29/2013,1500 - 1600,21,34,11,16,7,0,0,0,0,0,34,1,1
PBI,Main,5/29/2013,1600 - 1700,5,10,18,0,0,0,0,0,0,1,19,1,1
PBI,Main,5/29/2013,1700 - 1800,0,0,10,0,0,0,0,0,0,1,11,1,1
PBI,Main,5/29/2013,1900 - 2000,8,11,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,5/30/2013,0900 - 1000,4,7,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,5/30/2013,1100 - 1200,21,38,11,20,6,0,0,0,0,2,39,1,1
PBI,Main,5/30/2013,1200 - 1300,2,3,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,5/30/2013,1500 - 1600,18,27,10,24,0,0,0,0,0,0,34,1,1
PBI,Main,5/30/2013,1600 - 1700,0,0,15,0,0,0,0,0,0,0,15,1,1
PBI,Main,5/30/2013,1800 - 1900,3,5,11,0,0,0,0,0,0,1,12,1,1
PBI,Main,5/31/2013,0900 - 1000,3,6,12,0,0,0,0,0,0,2,14,1,1
PBI,Main,5/31/2013,1000 - 1100,0,1,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,5/31/2013,1100 - 1200,23,40,18,12,20,0,0,0,0,3,53,2,1
PBI,Main,5/31/2013,1500 - 1600,13,29,19,11,0,0,0,0,0,2,32,1,1
