Airport,Terminal,Date,Hour,Average,Max,p015,p1630,p3145,p4660,p6190,p91120,121Plus,Excluded,Total,Flights,Booths
PBI,Main,7/27/2013,1700 - 1800,7,13,33,0,0,0,0,0,0,3,36,2,1
PBI,Main,7/27/2013,1900 - 2000,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,7/28/2013,0800 - 0900,4,13,9,0,0,0,0,0,0,2,11,1,1
PBI,Main,7/28/2013,0900 - 1000,27,30,0,7,0,0,0,0,0,0,7,1,1
PBI,Main,7/28/2013,1200 - 1300,39,60,2,12,20,14,0,0,0,2,50,1,1
PBI,Main,7/28/2013,1400 - 1500,4,10,30,0,0,0,0,0,0,3,33,3,2
PBI,Main,7/28/2013,1500 - 1600,1,1,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,7/28/2013,1700 - 1800,5,7,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,7/28/2013,1800 - 1900,2,4,13,0,0,0,0,0,0,3,16,2,1
PBI,Main,7/29/2013,0900 - 1000,7,15,23,0,0,0,0,0,0,2,25,1,1
PBI,Main,7/29/2013,1000 - 1100,1,2,12,0,0,0,0,0,0,2,14,2,1
PBI,Main,7/29/2013,1100 - 1200,26,47,17,9,18,5,0,0,0,4,53,2,1
PBI,Main,7/29/2013,1400 - 1500,1,2,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,7/29/2013,1500 - 1600,7,14,24,0,0,0,0,0,0,1,25,1,1
PBI,Main,7/30/2013,0900 - 1000,2,8,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,7/30/2013,1100 - 1200,4,11,10,0,0,0,0,0,0,4,14,2,1
PBI,Main,7/30/2013,1600 - 1700,2,7,52,0,0,0,0,0,0,1,53,2,2
PBI,Main,7/30/2013,1700 - 1800,1,2,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,7/31/2013,0900 - 1000,5,11,24,0,0,0,0,0,0,0,24,1,1
PBI,Main,7/31/2013,1000 - 1100,4,9,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,7/31/2013,1200 - 1300,3,4,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,7/31/2013,1400 - 1500,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,7/31/2013,1600 - 1700,10,19,36,8,0,0,0,0,0,2,46,2,1
PBI,Main,8/1/2013,0900 - 1000,0,0,13,0,0,0,0,0,0,0,13,1,1
PBI,Main,8/1/2013,1000 - 1100,3,5,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,8/1/2013,1300 - 1400,1,2,14,0,0,0,0,0,0,2,16,2,1
PBI,Main,8/1/2013,1400 - 1500,31,55,5,6,15,5,0,0,0,1,32,1,2
PBI,Main,8/1/2013,1500 - 1600,13,19,6,10,0,0,0,0,0,1,17,1,1
PBI,Main,8/1/2013,1600 - 1700,4,8,16,0,0,0,0,0,0,2,18,1,1
PBI,Main,8/1/2013,1900 - 2000,1,5,15,0,0,0,0,0,0,1,16,1,1
PBI,Main,8/2/2013,0900 - 1000,3,5,16,0,0,0,0,0,0,2,18,1,1
PBI,Main,8/2/2013,1000 - 1100,3,4,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,8/2/2013,1200 - 1300,2,5,10,0,0,0,0,0,0,4,14,2,1
PBI,Main,8/2/2013,1300 - 1400,23,39,9,15,11,0,0,0,0,2,37,1,1
PBI,Main,8/2/2013,1600 - 1700,5,13,46,0,0,0,0,0,0,1,47,2,1
PBI,Main,8/3/2013,1100 - 1200,14,28,28,25,0,0,0,0,0,2,55,2,1
PBI,Main,8/3/2013,1200 - 1300,22,34,14,30,13,0,0,0,0,3,60,3,1
PBI,Main,8/3/2013,1500 - 1600,0,0,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,8/3/2013,1600 - 1700,4,11,33,0,0,0,0,0,0,0,33,1,1
PBI,Main,8/3/2013,1900 - 2000,1,2,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,8/4/2013,1000 - 1100,1,4,18,0,0,0,0,0,0,5,23,3,1
PBI,Main,8/4/2013,1100 - 1200,17,34,22,20,5,0,0,0,0,4,51,2,1
PBI,Main,8/4/2013,1200 - 1300,0,0,0,0,0,0,0,0,0,12,12,1,0
PBI,Main,8/4/2013,1400 - 1500,4,10,41,0,0,0,0,0,0,1,42,2,1
PBI,Main,8/4/2013,1700 - 1800,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,8/4/2013,1800 - 1900,1,1,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,8/4/2013,1900 - 2000,2,5,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,8/5/2013,0900 - 1000,3,7,24,0,0,0,0,0,0,0,24,1,1
PBI,Main,8/5/2013,1000 - 1100,3,7,15,0,0,0,0,0,0,3,18,2,1
PBI,Main,8/5/2013,1200 - 1300,21,41,13,23,10,0,0,0,0,3,49,1,1
PBI,Main,8/5/2013,1300 - 1400,2,3,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,8/5/2013,1600 - 1700,11,23,22,8,0,0,0,0,0,1,31,1,1
PBI,Main,8/6/2013,1000 - 1100,1,4,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,8/6/2013,1300 - 1400,2,5,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,8/6/2013,1500 - 1600,17,26,14,20,0,0,0,0,0,0,34,1,2
PBI,Main,8/6/2013,1600 - 1700,17,21,7,10,0,0,0,0,0,0,17,1,1
PBI,Main,8/7/2013,0900 - 1000,3,6,15,0,0,0,0,0,0,0,15,1,1
PBI,Main,8/7/2013,1000 - 1100,0,2,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,8/7/2013,1100 - 1200,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,8/7/2013,1500 - 1600,11,22,24,12,0,0,0,0,0,3,39,2,1
PBI,Main,8/7/2013,1600 - 1700,4,8,26,0,0,0,0,0,0,3,29,2,1
PBI,Main,8/8/2013,0900 - 1000,0,1,18,0,0,0,0,0,0,1,19,1,1
PBI,Main,8/8/2013,1000 - 1100,0,1,12,0,0,0,0,0,0,3,15,2,1
PBI,Main,8/8/2013,1100 - 1200,2,3,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,8/8/2013,1300 - 1400,20,41,16,18,13,0,0,0,0,2,49,1,1
PBI,Main,8/8/2013,1700 - 1800,0,0,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,8/9/2013,0900 - 1000,2,7,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,8/9/2013,1000 - 1100,0,2,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,8/9/2013,1100 - 1200,9,21,40,16,0,0,0,0,0,3,59,2,2
PBI,Main,8/9/2013,1500 - 1600,5,10,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,8/9/2013,1600 - 1700,14,21,13,7,0,0,0,0,0,1,21,1,1
PBI,Main,8/10/2013,1000 - 1100,2,4,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,8/10/2013,1100 - 1200,16,30,36,41,0,0,0,0,0,0,77,2,1
PBI,Main,8/10/2013,1400 - 1500,0,1,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,8/10/2013,1500 - 1600,4,11,30,0,0,0,0,0,0,0,30,1,1
PBI,Main,8/11/2013,1000 - 1100,5,10,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,8/11/2013,1200 - 1300,22,41,14,14,15,0,0,0,0,2,45,1,1
PBI,Main,8/11/2013,1300 - 1400,6,10,22,0,0,0,0,0,0,1,23,1,2
PBI,Main,8/11/2013,1400 - 1500,3,10,44,0,0,0,0,0,0,2,46,3,2
PBI,Main,8/11/2013,1500 - 1600,1,1,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,8/11/2013,1700 - 1800,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,8/11/2013,1900 - 2000,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,8/12/2013,0900 - 1000,2,7,20,0,0,0,0,0,0,1,21,1,1
PBI,Main,8/12/2013,1000 - 1100,6,9,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,8/12/2013,1100 - 1200,17,37,31,20,12,0,0,0,0,3,66,3,1
PBI,Main,8/12/2013,1400 - 1500,2,3,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,8/12/2013,1500 - 1600,10,15,31,0,0,0,0,0,0,0,31,1,1
PBI,Main,8/12/2013,1700 - 1800,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,8/13/2013,0900 - 1000,2,11,18,0,0,0,0,0,0,2,20,2,1
PBI,Main,8/13/2013,1400 - 1500,2,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,8/13/2013,1600 - 1700,0,1,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,8/14/2013,0900 - 1000,2,7,21,0,0,0,0,0,0,1,22,1,1
PBI,Main,8/14/2013,1200 - 1300,3,9,13,0,0,0,0,0,0,2,15,2,1
PBI,Main,8/14/2013,1500 - 1600,38,48,0,5,19,6,0,0,0,1,31,1,1
PBI,Main,8/14/2013,1600 - 1700,5,9,17,0,0,0,0,0,0,1,18,1,1
PBI,Main,8/15/2013,0900 - 1000,4,9,19,0,0,0,0,0,0,2,21,1,1
PBI,Main,8/15/2013,1200 - 1300,23,45,13,10,14,0,0,0,0,2,39,1,1
PBI,Main,8/15/2013,1500 - 1600,0,1,5,0,0,0,0,0,0,2,7,1,2
PBI,Main,8/15/2013,1600 - 1700,2,4,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,8/15/2013,1800 - 1900,4,9,23,0,0,0,0,0,0,4,27,2,1
PBI,Main,8/16/2013,0900 - 1000,0,1,16,0,0,0,0,0,0,0,16,1,1
PBI,Main,8/16/2013,1100 - 1200,32,49,6,10,12,9,0,0,0,0,37,1,1
PBI,Main,8/16/2013,1200 - 1300,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,8/16/2013,1300 - 1400,3,6,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,8/16/2013,1400 - 1500,6,12,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,8/16/2013,1500 - 1600,6,14,23,0,0,0,0,0,0,0,23,1,1
PBI,Main,8/16/2013,1600 - 1700,2,4,14,0,0,0,0,0,0,3,17,2,1
PBI,Main,8/17/2013,1000 - 1100,2,4,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,8/17/2013,1100 - 1200,23,42,7,14,10,0,0,0,0,1,32,1,1
PBI,Main,8/17/2013,1200 - 1300,11,21,24,10,0,0,0,0,0,2,36,1,1
PBI,Main,8/17/2013,1500 - 1600,13,28,21,16,0,0,0,0,0,1,38,2,1
PBI,Main,8/18/2013,1000 - 1100,15,26,5,3,0,0,0,0,0,1,9,1,1
PBI,Main,8/18/2013,1100 - 1200,32,46,4,9,15,2,0,0,0,0,30,1,1
PBI,Main,8/18/2013,1300 - 1400,8,14,9,0,0,0,0,0,0,2,11,1,1
PBI,Main,8/18/2013,1400 - 1500,5,13,36,0,0,0,0,0,0,2,38,2,1
PBI,Main,8/18/2013,1800 - 1900,1,3,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,8/19/2013,1100 - 1200,14,37,26,11,8,0,0,0,0,0,45,2,2
PBI,Main,8/19/2013,1200 - 1300,2,5,5,0,0,0,0,0,0,2,7,1,2
PBI,Main,8/19/2013,1500 - 1600,7,16,19,1,0,0,0,0,0,1,21,1,1
PBI,Main,8/19/2013,1700 - 1800,2,4,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,8/20/2013,0900 - 1000,0,0,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,8/20/2013,1300 - 1400,2,4,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,8/20/2013,1600 - 1700,3,5,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,8/21/2013,0900 - 1000,6,9,10,0,0,0,0,0,0,0,10,1,1
PBI,Main,8/21/2013,1000 - 1100,10,13,8,0,0,0,0,0,0,1,9,1,2
PBI,Main,8/21/2013,1600 - 1700,8,19,28,6,0,0,0,0,0,2,36,2,1
PBI,Main,8/22/2013,0900 - 1000,4,8,15,0,0,0,0,0,0,2,17,1,1
PBI,Main,8/22/2013,1000 - 1100,5,8,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,8/22/2013,1300 - 1400,20,38,11,9,5,0,0,0,0,2,27,1,1
PBI,Main,8/22/2013,1600 - 1700,3,9,19,0,0,0,0,0,0,1,20,1,1
PBI,Main,8/23/2013,0900 - 1000,4,7,23,0,0,0,0,0,0,1,24,1,2
PBI,Main,8/23/2013,1000 - 1100,0,0,10,0,0,0,0,0,0,0,10,1,2
PBI,Main,8/23/2013,1100 - 1200,19,35,10,10,5,0,0,0,0,1,26,1,1
PBI,Main,8/23/2013,1200 - 1300,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,8/23/2013,1500 - 1600,2,4,10,0,0,0,0,0,0,0,10,1,1
PBI,Main,8/23/2013,1600 - 1700,1,4,17,0,0,0,0,0,0,0,17,1,1
PBI,Main,8/24/2013,1000 - 1100,4,8,17,0,0,0,0,0,0,5,22,3,2
PBI,Main,8/24/2013,1100 - 1200,15,42,28,16,6,0,0,0,0,3,53,2,1
PBI,Main,8/24/2013,1500 - 1600,9,16,18,4,0,0,0,0,0,1,23,1,1
PBI,Main,8/25/2013,1000 - 1100,1,5,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,8/25/2013,1100 - 1200,26,46,5,13,9,1,0,0,0,1,29,1,1
PBI,Main,8/25/2013,1200 - 1300,1,2,9,0,0,0,0,0,0,1,10,1,2
PBI,Main,8/25/2013,1500 - 1600,3,8,13,0,0,0,0,0,0,0,13,1,1
PBI,Main,8/26/2013,0900 - 1000,0,3,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,8/26/2013,1000 - 1100,2,5,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,8/26/2013,1100 - 1200,9,17,11,3,0,0,0,0,0,1,15,1,1
PBI,Main,8/26/2013,1900 - 2000,5,16,15,1,0,0,0,0,0,3,19,2,1
PBI,Main,8/27/2013,0900 - 1000,0,0,12,0,0,0,0,0,0,0,12,1,1
PBI,Main,8/27/2013,1700 - 1800,0,0,10,0,0,0,0,0,0,0,10,1,1
PBI,Main,8/28/2013,0900 - 1000,0,0,13,0,0,0,0,0,0,1,14,1,1
PBI,Main,8/28/2013,1000 - 1100,4,7,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,8/28/2013,1100 - 1200,17,21,2,4,0,0,0,0,0,1,7,1,1
PBI,Main,8/28/2013,1300 - 1400,5,12,20,0,0,0,0,0,0,0,20,1,1
PBI,Main,8/28/2013,1500 - 1600,7,12,20,0,0,0,0,0,0,2,22,1,1
PBI,Main,8/28/2013,1600 - 1700,0,0,17,0,0,0,0,0,0,0,17,1,1
PBI,Main,8/29/2013,0900 - 1000,0,0,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,8/29/2013,1100 - 1200,24,39,7,9,8,0,0,0,0,0,24,1,1
PBI,Main,8/29/2013,1300 - 1400,7,15,19,0,0,0,0,0,0,0,19,1,1
PBI,Main,8/29/2013,1600 - 1700,0,0,17,0,0,0,0,0,0,0,17,1,1
PBI,Main,8/30/2013,0900 - 1000,2,7,22,0,0,0,0,0,0,1,23,1,1
PBI,Main,8/30/2013,1100 - 1200,12,23,11,5,0,0,0,0,0,1,17,1,1
PBI,Main,8/30/2013,1400 - 1500,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,8/30/2013,1600 - 1700,1,5,19,0,0,0,0,0,0,0,19,1,1
PBI,Main,8/31/2013,1000 - 1100,2,5,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,8/31/2013,1100 - 1200,6,11,16,0,0,0,0,0,0,0,16,1,1
PBI,Main,8/31/2013,1500 - 1600,2,4,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,8/31/2013,1600 - 1700,5,12,15,0,0,0,0,0,0,4,19,2,1
PBI,Main,9/1/2013,1100 - 1200,12,21,12,7,0,0,0,0,0,1,20,1,1
PBI,Main,9/1/2013,1400 - 1500,2,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,9/1/2013,1600 - 1700,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,9/2/2013,0900 - 1000,1,3,22,0,0,0,0,0,0,2,24,2,2
PBI,Main,9/2/2013,1000 - 1100,1,2,4,0,0,0,0,0,0,2,6,1,2
PBI,Main,9/2/2013,1100 - 1200,14,27,30,19,0,0,0,0,0,0,49,2,1
PBI,Main,9/2/2013,1200 - 1300,1,5,12,0,0,0,0,0,0,3,15,2,1
PBI,Main,9/2/2013,1700 - 1800,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,9/3/2013,0900 - 1000,13,16,12,2,0,0,0,0,0,0,14,1,1
PBI,Main,9/3/2013,1000 - 1100,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,9/3/2013,1600 - 1700,0,0,6,0,0,0,0,0,0,0,6,1,1
PBI,Main,9/3/2013,1800 - 1900,5,8,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,9/4/2013,0900 - 1000,0,0,24,0,0,0,0,0,0,0,24,2,1
PBI,Main,9/4/2013,1400 - 1500,1,2,8,0,0,0,0,0,0,1,9,1,2
PBI,Main,9/4/2013,1500 - 1600,6,12,17,0,0,0,0,0,0,2,19,1,1
PBI,Main,9/4/2013,1600 - 1700,2,5,11,0,0,0,0,0,0,2,13,1,1
PBI,Main,9/5/2013,0900 - 1000,0,0,12,0,0,0,0,0,0,0,12,1,1
PBI,Main,9/5/2013,1100 - 1200,38,63,3,7,9,6,3,0,0,1,29,1,1
PBI,Main,9/5/2013,1600 - 1700,3,7,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,9/6/2013,0900 - 1000,7,10,13,0,0,0,0,0,0,1,14,1,1
PBI,Main,9/6/2013,1100 - 1200,19,36,9,9,3,0,0,0,0,1,22,1,1
PBI,Main,9/6/2013,1600 - 1700,1,8,19,0,0,0,0,0,0,2,21,2,1
PBI,Main,9/6/2013,1700 - 1800,2,5,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,9/7/2013,1100 - 1200,18,30,6,11,0,0,0,0,0,1,18,1,1
PBI,Main,9/7/2013,1500 - 1600,1,2,12,0,0,0,0,0,0,0,12,1,1
PBI,Main,9/8/2013,1000 - 1100,1,4,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,9/8/2013,1100 - 1200,12,24,13,6,0,0,0,0,0,1,20,1,1
PBI,Main,9/9/2013,0900 - 1000,2,4,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,9/9/2013,1000 - 1100,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,9/9/2013,1100 - 1200,14,22,11,9,0,0,0,0,0,0,20,1,1
PBI,Main,9/9/2013,1400 - 1500,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,9/10/2013,0900 - 1000,2,7,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,9/10/2013,1100 - 1200,3,5,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,9/10/2013,1600 - 1700,2,3,11,0,0,0,0,0,0,1,12,1,1
PBI,Main,9/11/2013,0900 - 1000,1,3,17,0,0,0,0,0,0,0,17,1,1
PBI,Main,9/11/2013,1000 - 1100,4,11,8,0,0,0,0,0,0,1,9,1,1
PBI,Main,9/11/2013,1500 - 1600,3,10,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,9/11/2013,1600 - 1700,3,5,16,0,0,0,0,0,0,1,17,1,1
PBI,Main,9/12/2013,0900 - 1000,1,3,16,0,0,0,0,0,0,0,16,1,2
PBI,Main,9/12/2013,1100 - 1200,14,33,11,8,1,0,0,0,0,1,21,1,1
PBI,Main,9/12/2013,1600 - 1700,3,7,19,0,0,0,0,0,0,1,20,1,1
PBI,Main,9/13/2013,0900 - 1000,6,12,19,0,0,0,0,0,0,1,20,1,1
PBI,Main,9/13/2013,1100 - 1200,12,24,9,5,0,0,0,0,0,1,15,1,1
PBI,Main,9/13/2013,1600 - 1700,3,5,15,0,0,0,0,0,0,2,17,1,1
PBI,Main,9/14/2013,1000 - 1100,2,5,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,9/14/2013,1100 - 1200,9,12,8,0,0,0,0,0,0,0,8,1,1
PBI,Main,9/14/2013,1500 - 1600,7,12,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,9/15/2013,1100 - 1200,23,40,12,7,11,0,0,0,0,1,31,1,1
PBI,Main,9/16/2013,0900 - 1000,0,0,18,0,0,0,0,0,0,0,18,1,2
PBI,Main,9/16/2013,1100 - 1200,8,12,14,0,0,0,0,0,0,0,14,1,1
PBI,Main,9/16/2013,1500 - 1600,2,3,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,9/17/2013,1000 - 1100,1,5,16,0,0,0,0,0,0,1,17,1,1
PBI,Main,9/17/2013,1600 - 1700,3,6,16,0,0,0,0,0,0,1,17,1,1
PBI,Main,9/18/2013,1000 - 1100,1,3,19,0,0,0,0,0,0,2,21,2,1
PBI,Main,9/18/2013,1500 - 1600,2,4,10,0,0,0,0,0,0,0,10,1,1
PBI,Main,9/18/2013,1600 - 1700,0,0,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,9/19/2013,0900 - 1000,4,8,12,0,0,0,0,0,0,2,14,1,1
PBI,Main,9/19/2013,1300 - 1400,2,3,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,9/19/2013,1500 - 1600,17,32,10,10,2,0,0,0,0,2,24,1,1
PBI,Main,9/19/2013,1600 - 1700,11,17,20,4,0,0,0,0,0,0,24,1,1
PBI,Main,9/20/2013,0900 - 1000,5,11,23,0,0,0,0,0,0,0,23,1,1
PBI,Main,9/20/2013,1100 - 1200,9,17,21,2,0,0,0,0,0,1,24,1,1
PBI,Main,9/20/2013,1600 - 1700,3,8,14,0,0,0,0,0,0,1,15,1,1
PBI,Main,9/20/2013,1700 - 1800,7,14,12,0,0,0,0,0,0,1,13,1,1
PBI,Main,9/21/2013,1000 - 1100,7,10,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,9/21/2013,1100 - 1200,29,49,2,8,7,2,0,0,0,1,20,1,1
PBI,Main,9/22/2013,1100 - 1200,13,21,8,5,0,0,0,0,0,1,14,1,1
PBI,Main,9/22/2013,1200 - 1300,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,9/22/2013,1300 - 1400,0,0,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,9/23/2013,0900 - 1000,3,8,23,0,0,0,0,0,0,1,24,1,1
PBI,Main,9/23/2013,1000 - 1100,3,6,9,0,0,0,0,0,0,1,10,1,1
PBI,Main,9/23/2013,1100 - 1200,2,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,9/23/2013,1200 - 1300,15,35,23,14,5,0,0,0,0,4,46,2,1
PBI,Main,9/24/2013,0900 - 1000,2,9,18,0,0,0,0,0,0,1,19,1,1
PBI,Main,9/24/2013,1000 - 1100,4,7,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,9/24/2013,1500 - 1600,2,3,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,9/24/2013,1600 - 1700,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,9/25/2013,0900 - 1000,2,5,10,0,0,0,0,0,0,1,11,1,1
PBI,Main,9/25/2013,1000 - 1100,6,11,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,9/25/2013,1600 - 1700,1,4,19,0,0,0,0,0,0,1,20,2,1
PBI,Main,9/26/2013,0900 - 1000,5,10,18,0,0,0,0,0,0,1,19,1,1
PBI,Main,9/26/2013,1100 - 1200,16,35,14,8,6,0,0,0,0,1,29,1,1
PBI,Main,9/26/2013,1600 - 1700,6,10,20,0,0,0,0,0,0,0,20,1,1
PBI,Main,9/26/2013,1700 - 1800,3,6,8,0,0,0,0,0,0,2,10,1,1
PBI,Main,9/27/2013,0900 - 1000,9,17,19,4,0,0,0,0,0,1,24,1,1
PBI,Main,9/27/2013,1000 - 1100,3,7,12,0,0,0,0,0,0,2,14,2,1
PBI,Main,9/27/2013,1100 - 1200,17,30,11,12,0,0,0,0,0,1,24,1,1
PBI,Main,9/27/2013,1600 - 1700,3,7,29,0,0,0,0,0,0,3,32,2,1
PBI,Main,9/28/2013,0900 - 1000,1,2,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,9/28/2013,1100 - 1200,22,35,9,22,5,0,0,0,0,2,38,1,1
PBI,Main,9/28/2013,1500 - 1600,0,0,7,0,0,0,0,0,0,0,7,1,1
PBI,Main,9/29/2013,1000 - 1100,2,4,9,0,0,0,0,0,0,2,11,1,1
PBI,Main,9/29/2013,1100 - 1200,11,19,15,5,0,0,0,0,0,1,21,1,1
PBI,Main,9/29/2013,1500 - 1600,2,3,6,0,0,0,0,0,0,2,8,1,1
PBI,Main,9/29/2013,1600 - 1700,3,6,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,9/30/2013,0900 - 1000,1,2,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,9/30/2013,1000 - 1100,3,8,14,0,0,0,0,0,0,2,16,1,1
PBI,Main,9/30/2013,1100 - 1200,18,26,6,13,0,0,0,0,0,0,19,1,1
PBI,Main,10/1/2013,1000 - 1100,0,0,12,0,0,0,0,0,0,0,12,1,1
PBI,Main,10/1/2013,1400 - 1500,2,4,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,10/1/2013,1600 - 1700,2,5,13,0,0,0,0,0,0,1,14,1,1
PBI,Main,10/1/2013,1900 - 2000,2,3,4,0,0,0,0,0,0,2,6,1,1
PBI,Main,10/2/2013,1000 - 1100,6,11,16,0,0,0,0,0,0,2,18,1,1
PBI,Main,10/2/2013,1500 - 1600,1,6,11,0,0,0,0,0,0,3,14,2,1
PBI,Main,10/2/2013,1600 - 1700,1,2,7,0,0,0,0,0,0,1,8,1,1
PBI,Main,10/2/2013,1800 - 1900,2,4,7,0,0,0,0,0,0,2,9,1,1
PBI,Main,10/2/2013,1900 - 2000,2,4,6,0,0,0,0,0,0,1,7,1,1
PBI,Main,10/3/2013,1000 - 1100,1,4,10,0,0,0,0,0,0,1,11,1,1
PBI,Main,10/3/2013,1100 - 1200,21,35,12,10,10,0,0,0,0,2,34,2,1
PBI,Main,10/3/2013,1600 - 1700,0,0,18,0,0,0,0,0,0,0,18,1,1
PBI,Main,10/4/2013,1000 - 1100,0,0,12,0,0,0,0,0,0,0,12,1,1
PBI,Main,10/4/2013,1100 - 1200,10,27,13,6,0,0,0,0,0,1,20,1,1
PBI,Main,10/4/2013,1600 - 1700,1,5,26,0,0,0,0,0,0,1,27,2,1
PBI,Main,10/5/2013,1100 - 1200,14,28,14,8,0,0,0,0,0,1,23,1,1
PBI,Main,10/5/2013,1500 - 1600,2,3,5,0,0,0,0,0,0,1,6,1,1
PBI,Main,10/6/2013,1100 - 1200,9,18,14,6,0,0,0,0,0,1,21,1,1
PBI,Main,10/6/2013,1800 - 1900,1,2,5,0,0,0,0,0,0,2,7,1,1
PBI,Main,10/7/2013,1000 - 1100,2,4,14,0,0,0,0,0,0,1,15,1,2
PBI,Main,10/7/2013,1100 - 1200,24,39,8,12,10,0,0,0,0,1,31,1,1
PBI,Main,10/8/2013,1000 - 1100,2,5,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,10/8/2013,1600 - 1700,0,0,9,0,0,0,0,0,0,0,9,1,1
PBI,Main,10/9/2013,1000 - 1100,4,9,30,0,0,0,0,0,0,2,32,2,1
PBI,Main,10/9/2013,1600 - 1700,1,3,19,0,0,0,0,0,0,2,21,2,1
