Airport,Terminal,Date,Hour,Average,Max,p015,p1630,pp3145,p4660,p6190,p91120,p121Plus,Excluded,Total,Flights,Booths
SEA,South Satellite,5/4/2015,1000 - 1100,11,38,202,64,24,0,0,0,0,7,297,2,12
SEA,South Satellite,5/4/2015,1100 - 1200,8,30,271,73,0,0,0,0,0,8,352,2,12
SEA,South Satellite,5/4/2015,1200 - 1300,17,65,616,233,106,65,18,0,0,30,1068,4,18
SEA,South Satellite,5/4/2015,1300 - 1400,25,63,57,14,24,14,9,0,0,4,122,1,14
SEA,South Satellite,5/4/2015,1400 - 1500,9,29,235,58,0,0,0,0,0,15,308,2,14
SEA,South Satellite,5/4/2015,1500 - 1600,8,21,95,26,0,0,0,0,0,5,126,1,10
SEA,South Satellite,5/4/2015,1600 - 1700,2,8,182,0,0,0,0,0,0,5,187,3,12
SEA,South Satellite,5/4/2015,1700 - 1800,10,39,533,95,41,0,0,0,0,25,694,3,11
SEA,South Satellite,5/4/2015,1900 - 2000,14,34,153,85,20,0,0,0,0,8,266,1,9
SEA,South Satellite,5/5/2015,0600 - 0700,1,8,68,0,0,0,0,0,0,2,70,1,2
SEA,South Satellite,5/5/2015,0700 - 0800,4,13,67,0,0,0,0,0,0,3,70,1,2
SEA,South Satellite,5/5/2015,0800 - 0900,11,47,180,19,45,3,0,0,0,7,254,3,7
SEA,South Satellite,5/5/2015,0900 - 1000,14,59,260,44,39,37,0,0,0,14,394,2,7
SEA,South Satellite,5/5/2015,1000 - 1100,18,52,269,120,95,24,0,0,0,15,523,3,18
SEA,South Satellite,5/5/2015,1100 - 1200,12,36,208,75,25,0,0,0,0,11,319,2,16
SEA,South Satellite,5/5/2015,1200 - 1300,23,61,282,202,160,78,7,0,0,22,751,4,16
SEA,South Satellite,5/5/2015,1400 - 1500,6,24,240,7,0,0,0,0,0,6,253,2,14
SEA,South Satellite,5/5/2015,1500 - 1600,6,16,126,6,0,0,0,0,0,1,133,1,12
SEA,South Satellite,5/5/2015,1600 - 1700,1,4,63,0,0,0,0,0,0,3,66,2,3
SEA,South Satellite,5/5/2015,1700 - 1800,9,47,366,82,17,5,0,0,0,13,483,3,8
SEA,South Satellite,5/5/2015,1900 - 2000,15,41,154,55,34,0,0,0,0,8,251,1,6
SEA,South Satellite,5/6/2015,0600 - 0700,2,11,121,0,0,0,0,0,0,4,125,2,2
SEA,South Satellite,5/6/2015,0800 - 0900,10,44,332,88,38,0,0,0,0,11,469,3,8
SEA,South Satellite,5/6/2015,0900 - 1000,14,40,111,44,32,0,0,0,0,5,192,1,8
SEA,South Satellite,5/6/2015,1000 - 1100,2,8,82,0,0,0,0,0,0,3,85,1,6
SEA,South Satellite,5/6/2015,1100 - 1200,22,68,315,157,114,82,18,0,0,28,714,4,17
SEA,South Satellite,5/6/2015,1200 - 1300,33,75,219,143,74,93,148,0,0,13,690,4,16
SEA,South Satellite,5/6/2015,1300 - 1400,32,73,202,79,61,92,102,0,0,25,561,2,16
SEA,South Satellite,5/6/2015,1400 - 1500,5,27,31,3,0,0,0,0,0,1,35,1,5
SEA,South Satellite,5/6/2015,1500 - 1600,6,18,177,19,0,0,0,0,0,2,198,1,10
SEA,South Satellite,5/6/2015,1600 - 1700,2,7,111,0,0,0,0,0,0,2,113,2,7
SEA,South Satellite,5/6/2015,1700 - 1800,5,36,341,37,5,0,0,0,0,12,395,3,10
SEA,South Satellite,5/6/2015,1800 - 1900,10,32,92,27,5,0,0,0,0,4,128,1,7
SEA,South Satellite,5/6/2015,2000 - 2100,12,32,168,68,8,0,0,0,0,7,251,1,7
SEA,South Satellite,5/7/2015,0600 - 0700,12,18,60,4,0,0,0,0,0,2,66,1,1
SEA,South Satellite,5/7/2015,0700 - 0800,6,22,184,22,0,0,0,0,0,4,210,2,9
SEA,South Satellite,5/7/2015,0800 - 0900,12,46,368,83,64,5,0,0,0,19,539,4,10
SEA,South Satellite,5/7/2015,1000 - 1100,7,21,429,49,0,0,0,0,0,17,495,3,14
SEA,South Satellite,5/7/2015,1100 - 1200,9,25,358,77,0,0,0,0,0,13,448,3,14
SEA,South Satellite,5/7/2015,1200 - 1300,10,44,429,111,22,0,0,0,0,21,583,3,15
SEA,South Satellite,5/7/2015,1400 - 1500,7,26,327,55,0,0,0,0,0,9,391,3,11
SEA,South Satellite,5/7/2015,1600 - 1700,2,7,131,0,0,0,0,0,0,4,135,2,12
SEA,South Satellite,5/7/2015,1700 - 1800,6,26,238,35,0,0,0,0,0,9,282,2,11
SEA,South Satellite,5/7/2015,1800 - 1900,6,18,134,8,0,0,0,0,0,7,149,1,4
SEA,South Satellite,5/7/2015,2000 - 2100,23,62,129,61,46,49,4,0,0,8,297,1,7
SEA,South Satellite,5/8/2015,0600 - 0700,4,12,66,0,0,0,0,0,0,5,71,1,3
SEA,South Satellite,5/8/2015,0700 - 0800,1,5,70,0,0,0,0,0,0,3,73,1,2
SEA,South Satellite,5/8/2015,0800 - 0900,3,12,228,0,0,0,0,0,0,5,233,2,11
SEA,South Satellite,5/8/2015,0900 - 1000,3,17,415,8,0,0,0,0,0,11,434,2,11
SEA,South Satellite,5/8/2015,1000 - 1100,3,12,187,0,0,0,0,0,0,6,193,1,11
SEA,South Satellite,5/8/2015,1100 - 1200,6,27,814,71,0,0,0,0,0,29,914,5,15
SEA,South Satellite,5/8/2015,1200 - 1300,16,55,400,189,67,45,0,0,0,19,720,3,14
SEA,South Satellite,5/8/2015,1300 - 1400,22,47,170,92,160,8,0,0,0,11,441,2,14
SEA,South Satellite,5/8/2015,1400 - 1500,7,19,300,30,0,0,0,0,0,8,338,2,14
SEA,South Satellite,5/8/2015,1500 - 1600,1,9,139,0,0,0,0,0,0,3,142,2,10
SEA,South Satellite,5/8/2015,1600 - 1700,1,5,39,0,0,0,0,0,0,2,41,1,4
SEA,South Satellite,5/8/2015,1700 - 1800,5,20,363,7,0,0,0,0,0,19,389,2,16
SEA,South Satellite,5/8/2015,1800 - 1900,0,2,49,0,0,0,0,0,0,2,51,1,6
SEA,South Satellite,5/8/2015,1900 - 2000,9,31,168,45,5,0,0,0,0,4,222,1,9
SEA,South Satellite,5/9/2015,0600 - 0700,4,20,127,7,0,0,0,0,0,6,140,2,2
SEA,South Satellite,5/9/2015,0800 - 0900,11,59,542,56,80,37,0,0,0,17,732,4,9
SEA,South Satellite,5/9/2015,0900 - 1000,9,18,56,8,0,0,0,0,0,3,67,1,5
SEA,South Satellite,5/9/2015,1000 - 1100,6,22,318,59,0,0,0,0,0,8,385,2,16
SEA,South Satellite,5/9/2015,1100 - 1200,16,58,498,143,89,60,0,0,0,23,813,4,16
SEA,South Satellite,5/9/2015,1200 - 1300,36,106,442,211,169,124,180,97,0,44,1267,5,17
SEA,South Satellite,5/9/2015,1300 - 1400,69,120,25,57,8,7,6,125,0,7,235,1,14
SEA,South Satellite,5/9/2015,1400 - 1500,6,26,204,48,0,0,0,0,0,11,263,2,14
SEA,South Satellite,5/9/2015,1500 - 1600,17,38,122,109,44,0,0,0,0,5,280,1,15
SEA,South Satellite,5/9/2015,1600 - 1700,2,8,134,0,0,0,0,0,0,3,137,2,13
SEA,South Satellite,5/9/2015,1700 - 1800,6,16,456,2,0,0,0,0,0,14,472,2,14
SEA,South Satellite,5/9/2015,1900 - 2000,13,36,139,50,19,0,0,0,0,6,214,1,9
SEA,South Satellite,5/10/2015,0600 - 0700,4,19,61,5,0,0,0,0,0,3,69,1,2
SEA,South Satellite,5/10/2015,0700 - 0800,2,16,58,1,0,0,0,0,0,2,61,1,2
SEA,South Satellite,5/10/2015,0800 - 0900,12,45,337,78,63,0,0,0,0,15,493,3,9
SEA,South Satellite,5/10/2015,0900 - 1000,14,34,111,69,16,0,0,0,0,6,202,1,9
SEA,South Satellite,5/10/2015,1000 - 1100,12,33,244,155,15,0,0,0,0,9,423,2,15
SEA,South Satellite,5/10/2015,1100 - 1200,27,72,386,175,180,122,97,0,0,28,988,5,21
SEA,South Satellite,5/10/2015,1200 - 1300,30,70,185,34,11,155,36,0,0,13,434,2,19
SEA,South Satellite,5/10/2015,1300 - 1400,31,66,203,90,76,125,72,0,0,15,581,2,20
SEA,South Satellite,5/10/2015,1400 - 1500,5,18,292,14,0,0,0,0,0,11,317,2,15
SEA,South Satellite,5/10/2015,1500 - 1600,2,10,193,0,0,0,0,0,0,4,197,2,13
SEA,South Satellite,5/10/2015,1600 - 1700,8,12,55,0,0,0,0,0,0,0,55,1,8
SEA,South Satellite,5/10/2015,1700 - 1800,9,26,391,142,0,0,0,0,0,13,546,3,15
SEA,South Satellite,5/10/2015,1900 - 2000,12,35,166,60,16,0,0,0,0,8,250,1,11
SEA,South Satellite,5/11/2015,0600 - 0700,2,21,66,4,0,0,0,0,0,2,72,1,2
SEA,South Satellite,5/11/2015,0700 - 0800,1,11,60,0,0,0,0,0,0,2,62,1,2
SEA,South Satellite,5/11/2015,0800 - 0900,1,4,65,0,0,0,0,0,0,2,67,1,3
SEA,South Satellite,5/11/2015,0900 - 1000,10,40,283,78,37,0,0,0,0,11,409,2,10
SEA,South Satellite,5/11/2015,1000 - 1100,20,75,349,94,49,49,54,0,0,21,616,3,16
SEA,South Satellite,5/11/2015,1100 - 1200,39,96,311,89,34,20,263,43,0,22,782,4,17
SEA,South Satellite,5/11/2015,1200 - 1300,29,63,69,2,8,55,12,0,0,4,150,1,13
SEA,South Satellite,5/11/2015,1300 - 1400,35,79,201,73,46,130,124,0,0,23,597,2,17
SEA,South Satellite,5/11/2015,1400 - 1500,15,45,256,96,61,0,0,0,0,21,434,3,14
SEA,South Satellite,5/11/2015,1500 - 1600,2,5,46,0,0,0,0,0,0,1,47,1,6
SEA,South Satellite,5/11/2015,1600 - 1700,8,25,491,85,0,0,0,0,0,15,591,3,12
SEA,South Satellite,5/11/2015,1700 - 1800,7,19,235,20,0,0,0,0,0,7,262,2,13
SEA,South Satellite,5/11/2015,1900 - 2000,14,40,154,50,20,0,0,0,0,4,228,1,7
SEA,South Satellite,5/12/2015,0600 - 0700,1,11,45,0,0,0,0,0,0,1,46,1,2
SEA,South Satellite,5/12/2015,0700 - 0800,0,3,36,0,0,0,0,0,0,2,38,1,2
SEA,South Satellite,5/12/2015,0800 - 0900,16,59,439,89,92,72,0,0,0,21,713,5,10
SEA,South Satellite,5/12/2015,1000 - 1100,10,37,275,85,15,0,0,0,0,8,383,2,14
SEA,South Satellite,5/12/2015,1100 - 1200,18,59,267,85,64,49,0,0,0,11,476,3,12
SEA,South Satellite,5/12/2015,1200 - 1300,32,81,307,83,63,151,141,0,0,18,763,4,16
SEA,South Satellite,5/12/2015,1400 - 1500,8,35,291,52,14,0,0,0,0,8,365,3,9
SEA,South Satellite,5/12/2015,1500 - 1600,3,7,37,0,0,0,0,0,0,1,38,1,4
SEA,South Satellite,5/12/2015,1600 - 1700,0,2,27,0,0,0,0,0,0,0,27,1,4
SEA,South Satellite,5/12/2015,1700 - 1800,4,20,444,20,0,0,0,0,0,15,479,3,9
SEA,South Satellite,5/12/2015,1900 - 2000,14,40,192,81,34,0,0,0,0,10,317,1,8
SEA,South Satellite,5/13/2015,0600 - 0700,3,12,143,0,0,0,0,0,0,3,146,2,4
SEA,South Satellite,5/13/2015,0800 - 0900,18,64,456,52,49,125,16,0,0,22,720,4,10
SEA,South Satellite,5/13/2015,1000 - 1100,6,25,381,58,0,0,0,0,0,12,451,2,13
SEA,South Satellite,5/13/2015,1100 - 1200,12,46,357,105,53,1,0,0,0,17,533,3,14
SEA,South Satellite,5/13/2015,1200 - 1300,37,104,227,234,109,120,126,59,0,26,901,4,16
SEA,South Satellite,5/13/2015,1300 - 1400,33,77,166,26,68,86,69,0,0,13,428,2,15
SEA,South Satellite,5/13/2015,1400 - 1500,5,20,374,31,0,0,0,0,0,14,419,3,12
SEA,South Satellite,5/13/2015,1500 - 1600,1,3,62,0,0,0,0,0,0,1,63,1,6
SEA,South Satellite,5/13/2015,1600 - 1700,3,10,61,0,0,0,0,0,0,1,62,1,4
SEA,South Satellite,5/13/2015,1700 - 1800,7,22,506,65,0,0,0,0,0,16,587,3,11
SEA,South Satellite,5/13/2015,1900 - 2000,12,34,159,67,14,0,0,0,0,7,247,1,7
SEA,South Satellite,5/14/2015,0600 - 0700,1,6,57,0,0,0,0,0,0,2,59,1,3
SEA,South Satellite,5/14/2015,0700 - 0800,1,12,69,0,0,0,0,0,0,3,72,1,3
