airline,airlineid,sourceairport,source_airportid,dest_airport,dest_airport_id,code_share,stops,acquipment,airportid,Source_name,city,Source_country,Source_iata,icao,source_lat,source_long,alt,timezone,dst,tz_database_zone,airportid,Dest_Name,city,Dest_country,Dest_iata,icao,dest_lat,dest_long,alt,timezone,dst,tz_database_zone
BA,1355,LHR,507,MIA,3576,,0,744,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
BA,1355,LHR,507,ORD,3830,,0,744 777,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago
BA,1355,LHR,507,PHL,3752,,0,777 767,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3752,Philadelphia Intl,Philadelphia,United States,PHL,KPHL,39.871944,-75.241139,36,-5,A,America/New_York
BA,1355,LHR,507,PHX,3462,,0,744,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3462,Phoenix Sky Harbor Intl,Phoenix,United States,PHX,KPHX,33.434278,-112.011583,1135,-7,N,America/Phoenix
BA,1355,LHR,507,RDU,3626,Y,0,763,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3626,Raleigh Durham Intl,Raleigh-durham,United States,RDU,KRDU,35.877639,-78.787472,435,-5,A,America/New_York
BA,1355,LHR,507,SAN,3731,,0,777,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3731,San Diego Intl,San Diego,United States,SAN,KSAN,32.733556,-117.189667,17,-8,A,America/Los_Angeles
BA,1355,LHR,507,SEA,3577,,0,744 777,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles
BA,1355,LHR,507,SFO,3469,,0,744,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London,3469,San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles
BA,1355,MAD,1229,BOS,3448,Y,0,333,1229,Barajas,Madrid,Spain,MAD,LEMD,40.493556,-3.566764,2000,1,E,Europe/Madrid,3448,General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,19,-5,A,America/New_York
BA,1355,MAD,1229,DFW,3670,Y,0,777,1229,Barajas,Madrid,Spain,MAD,LEMD,40.493556,-3.566764,2000,1,E,Europe/Madrid,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
BA,1355,MAD,1229,JFK,3797,Y,0,757 333 346,1229,Barajas,Madrid,Spain,MAD,LEMD,40.493556,-3.566764,2000,1,E,Europe/Madrid,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
BA,1355,MAD,1229,LAX,3484,Y,0,346 343,1229,Barajas,Madrid,Spain,MAD,LEMD,40.493556,-3.566764,2000,1,E,Europe/Madrid,3484,Los Angeles Intl,Los Angeles,United States,LAX,KLAX,33.942536,-118.408075,126,-8,A,America/Los_Angeles
BA,1355,MAD,1229,MIA,3576,Y,0,763 333 346,1229,Barajas,Madrid,Spain,MAD,LEMD,40.493556,-3.566764,2000,1,E,Europe/Madrid,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
BA,1355,MAD,1229,ORD,3830,Y,0,333,1229,Barajas,Madrid,Spain,MAD,LEMD,40.493556,-3.566764,2000,1,E,Europe/Madrid,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago
BA,1355,MAN,478,JFK,3797,Y,0,757,478,Manchester,Manchester,United Kingdom,MAN,EGCC,53.353744,-2.27495,257,0,E,Europe/London,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
BA,1355,MAN,478,ORD,3830,Y,0,763,478,Manchester,Manchester,United Kingdom,MAN,EGCC,53.353744,-2.27495,257,0,E,Europe/London,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago
BA,1355,MCO,3878,LGW,502,,0,777,3878,Orlando Intl,Orlando,United States,MCO,KMCO,28.429394,-81.308994,96,-5,A,America/New_York,502,Gatwick,London,United Kingdom,LGW,EGKK,51.148056,-0.190278,202,0,E,Europe/London
BA,1355,MEX,1824,DFW,3670,Y,0,M80,1824,Licenciado Benito Juarez Intl,Mexico City,Mexico,MEX,MMMX,19.436303,-99.072097,7316,-6,S,America/Mexico_City,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
BA,1355,MEX,1824,MIA,3576,Y,0,738,1824,Licenciado Benito Juarez Intl,Mexico City,Mexico,MEX,MMMX,19.436303,-99.072097,7316,-6,S,America/Mexico_City,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
BA,1355,MIA,3576,ATL,3682,Y,0,ER4 738,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
BA,1355,MIA,3576,BCN,1218,Y,0,763,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1218,Barcelona,Barcelona,Spain,BCN,LEBL,41.297078,2.078464,12,1,E,Europe/Madrid
BA,1355,MIA,3576,CDG,1382,Y,0,763,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1382,Charles De Gaulle,Paris,France,CDG,LFPG,49.012779,2.55,392,1,E,Europe/Paris
BA,1355,MIA,3576,CUR,2897,Y,0,738,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,2897,Hato,Willemstad,Netherlands Antilles,CUR,TNCC,12.188853,-68.959803,29,-4,U,America/Curacao
BA,1355,MIA,3576,LHR,507,,0,744,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
BA,1355,MIA,3576,MAD,1229,Y,0,333 763 346,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1229,Barajas,Madrid,Spain,MAD,LEMD,40.493556,-3.566764,2000,1,E,Europe/Madrid
BA,1355,MIA,3576,MEX,1824,Y,0,738,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1824,Licenciado Benito Juarez Intl,Mexico City,Mexico,MEX,MMMX,19.436303,-99.072097,7316,-6,S,America/Mexico_City
BA,1355,MIA,3576,MSY,3861,Y,0,738,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,3861,Louis Armstrong New Orleans Intl,New Orleans,United States,MSY,KMSY,29.993389,-90.258028,4,-6,A,America/Chicago
BA,1355,MIA,3576,MXP,1524,Y,0,763,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,1524,Malpensa,Milano,Italy,MXP,LIMC,45.630606,8.728111,767,1,E,Europe/Rome
BA,1355,MIA,3576,STT,2883,Y,0,757,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York,2883,Cyril E King,St. Thomas,Virgin Islands,STT,TIST,18.337306,-64.973361,23,-4,U,America/St_Thomas
BA,1355,MLM,1821,DFW,3670,Y,0,ER4,1821,General Francisco J Mujica Intl,Morelia,Mexico,MLM,MMMM,19.849944,-101.0255,6033,-6,S,America/Mexico_City,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
BA,1355,MSY,3861,DFW,3670,Y,0,M80 M83,3861,Louis Armstrong New Orleans Intl,New Orleans,United States,MSY,KMSY,29.993389,-90.258028,4,-6,A,America/Chicago,3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
BA,1355,MSY,3861,MIA,3576,Y,0,738,3861,Louis Armstrong New Orleans Intl,New Orleans,United States,MSY,KMSY,29.993389,-90.258028,4,-6,A,America/Chicago,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
BA,1355,MSY,3861,ORD,3830,Y,0,E75,3861,Louis Armstrong New Orleans Intl,New Orleans,United States,MSY,KMSY,29.993389,-90.258028,4,-6,A,America/Chicago,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago
BA,1355,MXP,1524,JFK,3797,Y,0,763,1524,Malpensa,Milano,Italy,MXP,LIMC,45.630606,8.728111,767,1,E,Europe/Rome,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
BA,1355,MXP,1524,MIA,3576,Y,0,763,1524,Malpensa,Milano,Italy,MXP,LIMC,45.630606,8.728111,767,1,E,Europe/Rome,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
BA,1355,ORD,3830,ATL,3682,Y,0,E75 CR7 74N,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
BA,1355,ORD,3830,CDG,1382,Y,0,763,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,1382,Charles De Gaulle,Paris,France,CDG,LFPG,49.012779,2.55,392,1,E,Europe/Paris
BA,1355,ORD,3830,DUB,599,Y,0,763,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,599,Dublin,Dublin,Ireland,DUB,EIDW,53.421333,-6.270075,242,0,E,Europe/Dublin
BA,1355,ORD,3830,DUS,345,Y,0,763,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,345,Dusseldorf,Duesseldorf,Germany,DUS,EDDL,51.289453,6.766775,147,1,E,Europe/Berlin
BA,1355,ORD,3830,FCO,1555,Y,0,763,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,1555,Fiumicino,Rome,Italy,FCO,LIRF,41.804475,12.250797,15,1,E,Europe/Rome
BA,1355,ORD,3830,LHR,507,,0,744 777,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
BA,1355,ORD,3830,MAD,1229,Y,0,333,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,1229,Barajas,Madrid,Spain,MAD,LEMD,40.493556,-3.566764,2000,1,E,Europe/Madrid
BA,1355,ORD,3830,MAN,478,Y,0,763,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,478,Manchester,Manchester,United Kingdom,MAN,EGCC,53.353744,-2.27495,257,0,E,Europe/London
BA,1355,ORD,3830,MSY,3861,Y,0,E75,3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago,3861,Louis Armstrong New Orleans Intl,New Orleans,United States,MSY,KMSY,29.993389,-90.258028,4,-6,A,America/Chicago
BA,1355,ORY,1386,EWR,3494,Y,0,752,1386,Orly,Paris,France,ORY,LFPO,48.725278,2.359444,291,1,E,Europe/Paris,3494,Newark Liberty Intl,Newark,United States,EWR,KEWR,40.6925,-74.168667,18,-5,A,America/New_York
BA,1355,ORY,1386,JFK,3797,Y,0,752,1386,Orly,Paris,France,ORY,LFPO,48.725278,2.359444,291,1,E,Europe/Paris,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
BA,1355,PHL,3752,LHR,507,,0,777 767,3752,Philadelphia Intl,Philadelphia,United States,PHL,KPHL,39.871944,-75.241139,36,-5,A,America/New_York,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
BA,1355,PHX,3462,LHR,507,,0,744,3462,Phoenix Sky Harbor Intl,Phoenix,United States,PHX,KPHX,33.434278,-112.011583,1135,-7,N,America/Phoenix,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
BA,1355,RDU,3626,LHR,507,Y,0,763,3626,Raleigh Durham Intl,Raleigh-durham,United States,RDU,KRDU,35.877639,-78.787472,435,-5,A,America/New_York,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
BA,1355,SAN,3731,LHR,507,,0,777,3731,San Diego Intl,San Diego,United States,SAN,KSAN,32.733556,-117.189667,17,-8,A,America/Los_Angeles,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
BA,1355,SEA,3577,LHR,507,,0,744 777,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
BA,1355,SFO,3469,LHR,507,,0,744,3469,San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles,507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
BA,1355,SJO,1885,MIA,3576,Y,0,757 738,1885,Juan Santamaria Intl,San Jose,Costa Rica,SJO,MROC,9.993861,-84.208806,3021,-6,U,America/Costa_Rica,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
BA,1355,STT,2883,MIA,3576,Y,0,757,2883,Cyril E King,St. Thomas,Virgin Islands,STT,TIST,18.337306,-64.973361,23,-4,U,America/St_Thomas,3576,Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
BA,1355,TPA,3646,LGW,502,,0,777,3646,Tampa Intl,Tampa,United States,TPA,KTPA,27.975472,-82.53325,26,-5,A,America/New_York,502,Gatwick,London,United Kingdom,LGW,EGKK,51.148056,-0.190278,202,0,E,Europe/London
BB,4335,DOM,2877,SJU,2890,,0,SF3,2877,Melville Hall,Dominica,Dominica,DOM,TDPD,15.547028,-61.3,73,-4,U,America/Dominica,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,EIS,2903,SJU,2890,,0,SF3,2903,Terrance B Lettsome Intl,Tortola,British Virgin Islands,EIS,TUPJ,18.444834,-64.542975,15,-4,U,America/Tortola,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,FDF,2878,SJU,2890,,0,SF3,2878,Le Lamentin,Fort-de-france,Martinique,FDF,TFFF,14.591033,-61.003175,16,-4,U,America/Martinique,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,LRM,1759,SJU,2890,,0,SF3,1759,Casa De Campo Intl,La Romana,Dominican Republic,LRM,MDLR,18.450711,-68.911833,240,-4,U,America/Santo_Domingo,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,PTP,2881,SJU,2890,,0,SF3,2881,Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.265306,-61.531806,36,-4,U,America/Guadeloupe,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,PUJ,1760,SJU,2890,,0,SF3,1760,Punta Cana Intl,Punta Cana,Dominican Republic,PUJ,MDPC,18.567367,-68.363431,47,-4,U,America/Santo_Domingo,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,SDQ,1762,SJU,2890,,0,SF3,1762,Las Americas Intl,Santo Domingo,Dominican Republic,SDQ,MDSD,18.429664,-69.668925,59,-4,U,America/Santo_Domingo,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,SJU,2890,DOM,2877,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,2877,Melville Hall,Dominica,Dominica,DOM,TDPD,15.547028,-61.3,73,-4,U,America/Dominica
BB,4335,SJU,2890,EIS,2903,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,2903,Terrance B Lettsome Intl,Tortola,British Virgin Islands,EIS,TUPJ,18.444834,-64.542975,15,-4,U,America/Tortola
BB,4335,SJU,2890,FDF,2878,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,2878,Le Lamentin,Fort-de-france,Martinique,FDF,TFFF,14.591033,-61.003175,16,-4,U,America/Martinique
BB,4335,SJU,2890,LRM,1759,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,1759,Casa De Campo Intl,La Romana,Dominican Republic,LRM,MDLR,18.450711,-68.911833,240,-4,U,America/Santo_Domingo
BB,4335,SJU,2890,PTP,2881,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,2881,Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.265306,-61.531806,36,-4,U,America/Guadeloupe
BB,4335,SJU,2890,PUJ,1760,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,1760,Punta Cana Intl,Punta Cana,Dominican Republic,PUJ,MDPC,18.567367,-68.363431,47,-4,U,America/Santo_Domingo
BB,4335,SJU,2890,SDQ,1762,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,1762,Las Americas Intl,Santo Domingo,Dominican Republic,SDQ,MDSD,18.429664,-69.668925,59,-4,U,America/Santo_Domingo
BB,4335,SJU,2890,SKB,2891,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,2891,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,SKB,TKPK,17.311194,-62.718667,170,-4,U,America/St_Kitts
BB,4335,SJU,2890,STI,1764,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,1764,Cibao Intl,Santiago,Dominican Republic,STI,MDST,19.406092,-70.604689,565,-4,U,America/Santo_Domingo
BB,4335,SJU,2890,STT,2883,,0,DHT SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,2883,Cyril E King,St. Thomas,Virgin Islands,STT,TIST,18.337306,-64.973361,23,-4,U,America/St_Thomas
BB,4335,SJU,2890,STX,2884,,0,SF3 DHT,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,2884,Henry E Rohlsen,St. Croix Island,Virgin Islands,STX,TISX,17.701889,-64.798556,74,-4,U,America/St_Thomas
BB,4335,SJU,2890,SXM,2899,,0,SF3,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,2899,Princess Juliana Intl,Philipsburg,Netherlands Antilles,SXM,TNCM,18.040953,-63.1089,14,-4,U,America/Curacao
BB,4335,SJU,2890,VIJ,6080,,0,DHT,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,6080,Virgin Gorda Airport,Spanish Town,British Virgin Islands,VIJ,TUPW,18.4464,-64.4275,9,-4,U,America/Tortola
BB,4335,SJU,2890,VQS,6788,,0,DHT,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico,6788,Vieques Airport,Vieques Island,Puerto Rico,VQS,TJCG,18.1158,-65.4227,19,-4,U,America/Puerto_Rico
BB,4335,SKB,2891,SJU,2890,,0,SF3,2891,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,SKB,TKPK,17.311194,-62.718667,170,-4,U,America/St_Kitts,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,STI,1764,SJU,2890,,0,SF3,1764,Cibao Intl,Santiago,Dominican Republic,STI,MDST,19.406092,-70.604689,565,-4,U,America/Santo_Domingo,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,STT,2883,SJU,2890,,0,SF3 DHT,2883,Cyril E King,St. Thomas,Virgin Islands,STT,TIST,18.337306,-64.973361,23,-4,U,America/St_Thomas,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,STX,2884,SJU,2890,,0,SF3 DHT,2884,Henry E Rohlsen,St. Croix Island,Virgin Islands,STX,TISX,17.701889,-64.798556,74,-4,U,America/St_Thomas,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,SXM,2899,SJU,2890,,0,SF3,2899,Princess Juliana Intl,Philipsburg,Netherlands Antilles,SXM,TNCM,18.040953,-63.1089,14,-4,U,America/Curacao,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,VIJ,6080,SJU,2890,,0,DHT,6080,Virgin Gorda Airport,Spanish Town,British Virgin Islands,VIJ,TUPW,18.4464,-64.4275,9,-4,U,America/Tortola,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BB,4335,VQS,6788,SJU,2890,,0,DHT,6788,Vieques Airport,Vieques Island,Puerto Rico,VQS,TJCG,18.1158,-65.4227,19,-4,U,America/Puerto_Rico,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4,U,America/Puerto_Rico
BR,2091,JFK,3797,TPE,2276,,0,77W,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York,2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei
BR,2091,LAX,3484,TPE,2276,,0,77W,3484,Los Angeles Intl,Los Angeles,United States,LAX,KLAX,33.942536,-118.408075,126,-8,A,America/Los_Angeles,2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei
BR,2091,SEA,3577,TPE,2276,,0,744,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles,2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei
BR,2091,SFO,3469,TPE,2276,,0,77W,3469,San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles,2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei
BR,2091,TPE,2276,JFK,3797,,0,77W,2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
BR,2091,TPE,2276,LAX,3484,,0,77W,2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei,3484,Los Angeles Intl,Los Angeles,United States,LAX,KLAX,33.942536,-118.408075,126,-8,A,America/Los_Angeles
BR,2091,TPE,2276,SEA,3577,,0,744,2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei,3577,Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles
BR,2091,TPE,2276,SFO,3469,,0,77W,2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei,3469,San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles
BW,1663,FLL,3533,KIN,1779,,0,738,3533,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,FLL,KFLL,26.072583,-80.15275,9,-5,A,America/New_York,1779,Norman Manley Intl,Kingston,Jamaica,KIN,MKJP,17.935667,-76.7875,10,-5,U,America/Jamaica
BW,1663,FLL,3533,MBJ,1780,,0,738,3533,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,FLL,KFLL,26.072583,-80.15275,9,-5,A,America/New_York,1780,Sangster Intl,Montego Bay,Jamaica,MBJ,MKJS,18.503717,-77.913358,4,-5,U,America/Jamaica
BW,1663,FLL,3533,POS,2902,,0,738,3533,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,FLL,KFLL,26.072583,-80.15275,9,-5,A,America/New_York,2902,Piarco,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.595369,-61.337242,58,-4,U,America/Port_of_Spain
BW,1663,GEO,4304,JFK,3797,,0,767,4304,Cheddi Jagan Intl,Georgetown,Guyana,GEO,SYCJ,6.498553,-58.254119,95,-4,U,America/Guyana,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
BW,1663,GND,2882,JFK,3797,,0,738,2882,Point Salines Intl,Point Salines,Grenada,GND,TGPY,12.004247,-61.786192,41,-4,U,America/Grenada,3797,John F Kennedy Intl,New York,United States,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
